puuid,region,league,summoner_name,matches,wins,kills,deaths,assists,losses,winrate,matches_month,kda,leaguePoints
oUvt9ce6GITeW2RQsuQZ1u6U5Cz4m6wbygyIfntp_DzL37rA0kZfnzZspm_IO7-OitBqlXvHWM06ag,euw,challenger,,6,4,10.666666666666666,6.666666666666667,7.5,2,0.6666666666666666,8,2.725,2019.0
oV3Mc_T4DD2J_wZdVSf-7iqnoVy-eVTQig6ZCXdsyS5CRmo5zXLs3MWpjxFjUr4fN-amUZepQSKVdA,na,grandmaster,,2,1,1.5,5.0,13.0,1,0.5,2,2.9,
oVKkY_TUL-2Ns7JPxmMDI8zdZpfC-wBUmSM-Eu8KifqERPmQ01VUPdUZO_PmiCOaGrE5OUyDfOrdYQ,na,grandmaster,,1,0,4.0,6.0,2.0,1,0.0,1,1.0,
oVaZH0RaO1YN7imvtKNI5XiDJGTFQb8u2gu9ZZgd969aRFshK_3SsNt5UrWYApChW5pT1nY_lTU8Ng,na,challenger,,3,1,2.333333333333333,4.666666666666667,3.333333333333333,2,0.3333333333333333,5,1.2142857142857142,
oVr1z3meBx9cnvdfEdIh5nCEbkTqvcBDTb1JAcq6KMGOOkC4G9C85hDi9dUUMCUDXmtIVRT17iRkmg,euw,master,,1,1,17.0,3.0,7.0,0,1.0,1,8.0,
oVyw_EwEXnkWzAXvMp2djrTAEChUySZcxrNuMYXk9IQXurApaeGII3sYkyESA7-G0nnMyR90ThuAhw,euw,challenger,,1,0,2.0,7.0,7.0,1,0.0,1,1.2857142857142858,
oWYDRL0-K009iFGR7V2kdAF513Njk4OU3G1iCodu8ggAdNeVx_TsfiPQDn1XFWppCrsg9VCAkDaYPg,euw,challenger,,2,2,3.5,3.5,8.5,0,1.0,6,3.4285714285714284,
oWYS1gXGXCFSkMEWij4alyMC20xpN0Cre2PocMqINl-tzhDEEn0sPjbzFR9_Va1TJ2xfeo8obwlWyQ,euw,challenger,,1,0,4.0,5.0,16.0,1,0.0,1,4.0,
oWiyINvq5p7LNQkzG0eB4pEFldzwSKFYeDtQyXjild-XZ4so7oFBAuXATVZ3VrYZvV4p9h6S9wMn-A,euw,challenger,,3,3,7.333333333333333,4.333333333333333,10.0,0,1.0,4,4.0,1664.0
oXktA3V9Q5hYobewdh3_ppBSmYylY_IrR0rN6e_PELG43tu6rGSf7whq2uPCgF03NEUZ2cRtsQfx6w,na,master,,2,0,10.0,11.0,9.0,2,0.0,2,1.7272727272727273,
oYJqYu0UIZVmYQMoE2iPq5tEeZU7jjaNy7bNJ5yxW3jRk9Lk4rxPfqTQ3WgSPLT5IjU2qu6m4gQVcQ,euw,challenger,,2,0,6.5,10.5,12.5,2,0.0,2,1.809523809523809,
oYOnbPLOlkv555_QwQp1K1-r4ZB6RhaNVGXOiJiGoP1deeY1RgdS3k05UO-_miL5-Vbzu4MR1mAL3g,na,master,,1,0,5.0,4.0,5.0,1,0.0,1,2.5,
oY_Ai5z84mqhntwCPDqCLE9pam2MyiRlimyd2PNgkMhF7roCF5-C30w7nkvBkDPp0zjtLO7LHsjNPg,euw,grandmaster,,1,0,2.0,5.0,0.0,1,0.0,1,0.4,
oYmhMfs73Dy6FdBgAkFwz6r5F_irwJ_u7YLcq5kOGxLuvq3bOq8-SILM0NFlYspTJ4mSlaD4Xbp2kg,euw,master,,1,1,18.0,10.0,9.0,0,1.0,1,2.7,
oZ1ajIvj38V5AzwDuQCgi_ykYP93RmkYnfBxiQLaB6YL1MDC5Go3qqXrBHqlqnDLDooSX-zwFghUSw,na,master,,1,0,7.0,9.0,4.0,1,0.0,1,1.2222222222222223,
oZAYiBC6Q31O5_tDTUS8idAPCxgwKBIMuQ5B8qZeaX2Le3jmhWyCaZSBmNxl5QrTLJpjuYkxn7wwQw,na,master,,1,1,11.0,7.0,25.0,0,1.0,1,5.142857142857143,
o_PB8FX6iro6skSSwZGhVteea5J2PxCFgDmMurQdFYDTQuTwMlXL67r8FoKXCC_NA6e1meip1sS32Q,euw,challenger,,7,6,7.571428571428571,5.571428571428571,10.142857142857142,1,0.8571428571428571,10,3.17948717948718,2611.0
o_WntEWNTSE8WawXQ6-uqlD1OsfTjwix13x_6Zs_iQVoueFuP6KCjSD5ld3jQt7R0d3xetu3sJNxgA,na,grandmaster,,1,0,3.0,7.0,6.0,1,0.0,1,1.2857142857142858,
oa-cJSR8NZ7capA4FDxJYxSBVpNI2RyOHBuRt6C94m9KPfJoOgYl6LqqkWTNsOKow8WHXkNDimIhnA,na,challenger,,5,1,9.2,7.4,6.8,4,0.2,6,2.162162162162162,1094.0
oaG8wB3b7KToKk9jdizX-ECzw0uA06XJkeZF089RAv_oIanSdgLW6pT_plEEYljyi9tQGx1dGoIi1Q,na,challenger,,7,3,7.142857142857143,5.571428571428571,3.571428571428572,4,0.4285714285714285,7,1.9230769230769236,1279.0
oaU1elSvbHtEn7-cy2oRv2bkNNHtZFNVfS6Y3yb8CO-knme8yANDx-5uLLDPBZnC_77pNUc2gMqBBA,na,challenger,,2,0,5.0,10.5,4.0,2,0.0,5,0.8571428571428571,
oafjaBDywMV5bOd4znybySnl1RQ_w0yRoVlwTNEySartLji4YGbnp3CDqyKPnxdaIrOQ3dM0ippKOg,euw,grandmaster,,1,0,15.0,12.0,4.0,1,0.0,1,1.5833333333333333,
obJniyswZLwpKXJYElr6HqPhTDaLkETmKmLbanqDlGvvsSu6UR0uTq3ezp_G05PEGVi2lER48y3rxA,euw,grandmaster,,1,0,2.0,6.0,9.0,1,0.0,1,1.8333333333333333,
obX8wli36KehE0iWInS6RVjOhOy1eDeooGpOAbncSYlJQi5tIr_y9UxFJajX4cR54hWF4Bh3cp6wDQ,na,challenger,,1,0,11.0,7.0,13.0,1,0.0,1,3.4285714285714284,
obZR5DD1N8N5HIoYu1LSTAXiM9w3zXRq0fzh0HYInCITPouFXP2dtfDPP9JakS1mPC2CnOSU77qlLw,na,challenger,,1,0,6.0,8.0,6.0,1,0.0,1,1.5,
oc2swLyKJZkDGhVYG186gPuOFSL5Oz-w5rLxbglqYwRezsOFGL8mAUrFoZI3z0h-QwcnPxza2U4KQA,na,master,,1,1,6.0,14.0,27.0,0,1.0,1,2.357142857142857,
od243OtXfMPMGJSxJMlsww0MRf5iOe-54mKUAketXj7IW6TUYh1aQtFB6EcOvFHn2eaburILkUuiHw,euw,grandmaster,,1,1,6.0,5.0,16.0,0,1.0,1,4.4,
odKPKriH1CKm07f6Z7IJJY34BFGNihH1cuoxGKIexXGcBQ20AUXYHJ_HBWu2AOAPMZ6524ueT5pF1w,na,challenger,,2,1,11.5,9.5,9.5,1,0.5,2,2.210526315789474,
odhO7x6s0CE6QssTNoxAl8P4lcI3EP16Zo0_C0wxcpnEyL35tdf4VoO3wfmWvSHcl7E0oEGLDlVPWQ,na,challenger,,1,0,1.0,5.0,9.0,1,0.0,1,2.0,
oeUDu164sozPHRaJCL1ntmDADAr6tHZXGGE2SO6KXBv8iTxtzxlPzayYFMpyLZiUfXAhbf2xeysutA,na,challenger,,2,1,10.0,5.0,4.0,1,0.5,2,2.8,1722.0
of5Nz72J8xmLVGUyqrBx76XnYm16JFpJ6hmRAfE1YD0jbxHtafd87gM08e1DEfv5SwkOY3TjOQHODQ,na,challenger,,1,0,6.0,8.0,6.0,1,0.0,1,1.5,
ofXErca1EUcTnQRSri3MUyQe1Tegm7hCWku3Q34MNed9tmlpbdlCKfks95Un3x5gpei2ONc9pladhA,euw,grandmaster,,1,1,4.0,6.0,26.0,0,1.0,1,5.0,
ofwKYmO44L--6XE2HQMdXLV5ekQGNqcDMCupb33utOGGtdmnp3uEx2lKnin3iUaEIUeCwSsLKX0KFA,na,grandmaster,,1,0,7.0,5.0,3.0,1,0.0,1,2.0,
ofz855qHtLp8DlIOeT6xm0d29bWnvA0DWQPesKXgdquvVgDCe6Dv_7Za9zEc8TeXwDR07x1i5GPjyA,na,master,,1,0,1.0,3.0,2.0,1,0.0,1,1.0,
og3tuqH6S99QCpSEkAewzSTVCgCTiZJgZWGFUmsDxRBTxRfH_736xio0msm5vGAJ33RcItgmqt70fA,euw,master,,1,1,16.0,3.0,5.0,0,1.0,1,7.0,
ogCL_n8_I4AJSwEGmITX5aYVPOxD3iYP3t-0jY_yop6WBGGpEpV9saGM0zAs1YrpBQwweEyZyCqDSw,euw,master,,1,0,8.0,9.0,5.0,1,0.0,1,1.4444444444444444,
ogWVVe7ZVcXIwQ05ZpRUCcwDoQroMrt2cGdpLDLnZKz-YB7NuNtEXJZzziszd1FOa_2bYW-tcT1cZg,euw,challenger,,1,0,3.0,8.0,6.0,1,0.0,1,1.125,
ohGvS8WREGH5_3tzTOKRnFOdP7Psge5o6ON-XdVvOoCHsc2iRZTi3hXXr-am8HIJAHN8irzfWhKZ2g,na,challenger,,7,3,5.714285714285714,5.285714285714286,6.714285714285714,4,0.4285714285714285,9,2.3513513513513518,
ohPE2q0Z6pzK_AontgxgisgIRoh0gudjQ6INGiGeZKoRSLp-XkYew1QMMRtiGCy7FgwSWGEXvdcGnw,na,master,,3,2,5.666666666666667,5.0,10.333333333333334,1,0.6666666666666666,3,3.2,
ohP_ZEjaAVVK8cHW1dp6pFgotOjZ2wA9b90KzH3jx0qgXmzFt35yvZLL2qheZsXAfNZHVJDV7oQ5Pw,euw,grandmaster,,1,1,5.0,11.0,17.0,0,1.0,1,2.0,
ohSdGpm0rM_FW-kys8kcW_s-Ii5gy4BefIppAQXYeKfLDIYwFS_XisijfX3y-h0TvTo-6zZqnQppOg,na,grandmaster,,4,2,4.0,6.0,3.0,2,0.5,5,1.1666666666666667,796.0
oi63J5QTCou3cYqd5gTes2MzZG6ZP4c4z9_fsApyh--bJsGNmy6rATWBDZ6w6sQN8tidom-Y5RIRsA,euw,challenger,,3,1,6.666666666666667,7.333333333333333,9.0,2,0.3333333333333333,6,2.1363636363636367,1958.0
oir6jXTkIPhNGOC30tsb1ze-EcqjTXZogKdc521agjJUyNYdIlQ0JmdamApApdxSSigGzQfv3dGZbw,euw,challenger,,10,7,7.8,4.2,6.0,3,0.7,10,3.2857142857142856,
oitgJnJG-ZyAArMgTIF6bRjQdpn55mPdb7Leou2FTqpWmjhdZEKfj77-u2Wf_voeH_cqmyI8PzquVQ,na,grandmaster,,1,0,7.0,13.0,16.0,1,0.0,1,1.7692307692307692,
oiwCrknjh0MMbfiu_FH88_KmVSith-r2GE--imeJdtzeQGFEIsEZaHctJZPlEVRgXlfwQjqnU2A2TQ,na,grandmaster,,1,0,12.0,6.0,6.0,1,0.0,1,3.0,
oiz6G9X_aZlt6P5Hn2BjXPH9B5BkJ-ymfICWbqHxh9ivIz5XUVlr4exXv6swoTs4ZLX_G5uiFJ72SA,euw,challenger,,4,1,4.75,6.25,4.0,3,0.25,6,1.4,
ojC40-lvPiux688qwpyohQZ3wOnOsqpt3Mlp-xvk__StXuaKgraLOcReqYN55UhLXEGWFU8N0YpFcw,euw,master,,1,0,5.0,12.0,10.0,1,0.0,1,1.25,
ojIfXkLIXJuVis5FKbzOpPLnjTh5Z3X1Knfdisln2tvFZFuQ1dCQpx74kbYKRwUsCFC0YSaBjOLy7w,na,master,,1,1,9.0,0.0,4.0,0,1.0,1,13.0,
ojMm2uwT6Ko8272M9363CofzRz4nhLNyD6bOtOX92MSMLPoM4jpnPwPxdL3yitiK8ygSL9V0ZuBSzg,na,grandmaster,,1,0,1.0,9.0,5.0,1,0.0,1,0.6666666666666666,
ojT56FRdYP5qGaCyu4IkYXkcAvVyePRiAjPxHW8QRxA3gC4B6CGSIwlsRKTvtmgyPNJAFouMWbaB2g,euw,challenger,,3,3,11.666666666666666,3.6666666666666665,5.666666666666667,0,1.0,3,4.727272727272728,2141.0
ojxoVkn0Mxw19bl1W_C_pIUJWDXjOYGd02ytrapIq6vbNdKQ5cRNp8_kdFLFrttg9H3GtycnLQvy1g,na,challenger,,2,1,11.5,4.5,6.5,1,0.5,2,4.0,1299.0
ompLKQoZmJ4QFRB3Qofp2MLTE0wbITmlKtl-kpu6UnQXq8pPYzpiBcNyE9j7KwUl4ezg0AfqO-SM9Q,euw,challenger,,3,2,5.333333333333333,8.0,4.333333333333333,1,0.6666666666666666,6,1.2083333333333333,
omuPqGjNkdeZjlvm461nnv7SwAMMN-vJ6Jp6uij2MTlS33GxDTn8y59JxMIU7xGj4bmfWlPQPDz48Q,na,master,,1,0,0.0,5.0,1.0,1,0.0,1,0.2,
omy28weStw3ydfZ0L_CgeWPdHxEDpxSq5Wjj1qyOOGMBybKi0V_YS9tQH-d3lkVahOIVQw-Ij2bysQ,euw,grandmaster,,1,0,0.0,5.0,2.0,1,0.0,1,0.4,
onpU4gipVwCd0nXYd-NfH73YuAH5R9lEIuSALMff7OCvN8fCzYH7bIIxALNcUn7WeX7SKl95ErzUOA,euw,challenger,,1,0,4.0,6.0,3.0,1,0.0,2,1.1666666666666667,
oo03U3Pg2bXn57g24h_uLiNQu4Wr2z2MwX_r4sfKeor3HOYZxhZLeCOd-5SI2wimhTeGGar73ay2ug,euw,master,,3,1,9.666666666666666,5.333333333333333,5.333333333333333,2,0.3333333333333333,3,2.8125,
ooQuNf_NJ_y3ZA__0X7_GP7Le7XbHA4EIsZpM6fp39WD4zzayy99C2dAXNnrT-sTo9vPrXY_Pt9pjA,euw,grandmaster,,1,1,13.0,6.0,16.0,0,1.0,1,4.833333333333333,
ooXDlOCL7iBqKa_BiAz_6QpBBdrab0GbZeEJrLEyV-dkyqNJTcocg5W6Th-_7liqXYzl3cGCKYkAyg,euw,grandmaster,,2,2,2.5,6.5,18.5,0,1.0,2,3.230769230769231,
op8B9g2Y-IUpg7Kc-G60dZi9f4tQPIkNrFb-nab0F-gCRYhwUAcii-XCVuszUiFK9qB68wbg67CAzg,na,master,,2,0,1.0,9.5,17.5,2,0.0,2,1.947368421052632,764.0
opdfy2scJveSm-o50sITOPO8StL1N8KokBoFJVPDhrFi-jqNsnLDYYf98zOb58JtsNKfRSwqWdA9zA,na,challenger,,1,1,13.0,8.0,16.0,0,1.0,1,3.625,
oqA5DBMBvApqWASaoHh6-i9swvBH8eQnce3FhbwMl8gLkGwLRdh07udCkJeU7niycb1TPESR3X2dTg,euw,master,,3,3,2.333333333333333,4.333333333333333,18.666666666666668,0,1.0,3,4.846153846153847,1518.0
oqwMEB_tWDudDPILBYKDatE05cwGtU9lg-DVW5pO74vQIFXzV-iXvPssvsQhIqcxXROnVF7CIJwIxA,euw,grandmaster,,1,0,11.0,6.0,6.0,1,0.0,1,2.833333333333333,
orWPpZ7MI6e0ShENeW9z3bEY4WwHD97aRoYDZaqQenNWLeNME7qXZzGaGGAzKcTK9R5gEeZstonQzg,na,challenger,,9,4,6.111111111111111,4.0,8.666666666666666,5,0.4444444444444444,11,3.694444444444444,
orsJSC37XE3z5dfOxyaX6OJ9IcDaiY413aP-rJjYERbF3gMTZ7xJQGyu1z5MHekflQrAoip-_fsTAQ,euw,grandmaster,,1,1,9.0,8.0,14.0,0,1.0,1,2.875,
orwskCGOZ24yqDfNXfjhMwEuKOJ9v4lIBhOi3gCapqRULIa67Xg9y0OEPsiJueSXLDH1xEMlsG3zZg,euw,grandmaster,,1,0,7.0,6.0,8.0,1,0.0,1,2.5,
osCN9goO0YxKBkJrWxHryw9_WdaxXvBUqZgJr6kYcLOmi5-O0ja0wqbfklC10Jdyyd-0f6UBiB-ZEg,euw,master,,1,0,8.0,5.0,6.0,1,0.0,1,2.8,
osX6m_DyDBEACLCdqeY0_5zE-wQcKJ1E6VTi6o7wzTNb4QKOTGwA2bm0W6bIDVPJ1cUQILPd_OW8gw,euw,challenger,,4,2,6.75,5.25,10.0,2,0.5,6,3.1904761904761907,2050.0
osh_6FIN0KzhqlbuagEsu0vsGi4URNurnUrggBwv_S8cCmfTS0nnSkZDcjVk-hvHdDnkI_e9NOZ__g,euw,master,,4,2,2.5,6.5,6.75,2,0.5,4,1.4230769230769231,
osjwo5WSf5Nqv6fmJobhumNT-6CmniN6Pw1RUe5Qu76rMpS3_xxzl8bFpqs_1sqzFGeypqqO4TP8_g,na,grandmaster,,2,0,8.0,4.0,5.5,2,0.0,2,3.375,
ot5IEM7MbCHoXYCmCDtn66mh5GPkaVr5kmWQLqimCfxP2StB0hpdn_66wn1IKVb-BUTOfXH_6wnu6A,euw,grandmaster,,1,0,8.0,6.0,6.0,1,0.0,1,2.333333333333333,
otmFHZzo0HrGwd4-WTzDosCJHsaJTHKwu-6rkIGtLOy08PQsFeLMq8iiqkRiwdPg3sBqYMQzOYqFuw,na,challenger,,3,0,2.6666666666666665,6.666666666666667,6.0,3,0.0,3,1.2999999999999998,
ou-mLF87OU737FG-sP8uFiRYY1HYHtHBwpK3GrHmQXjB9lATOg3wnsl3v-DtMgCINQQL_DlotNMSUA,euw,master,,1,1,0.0,1.0,1.0,0,1.0,1,1.0,
ou5NOMkmtGsW0uLTNkcSJMNMd-g8ULjlLVTFGXWY_maOUwEqLV71JQCTF7_J6eqX77rJLpVm9Nsumw,euw,challenger,,7,4,5.285714285714286,5.142857142857143,5.428571428571429,3,0.5714285714285714,8,2.083333333333333,1520.0
ou_3ZdS5LoOyjXvG4bAyA0oS4TzWSV17dks4gNmo3XGVbtVPvIzAgYPf-uw-OHb0w_oWPFBWEhjoLA,euw,challenger,,1,1,8.0,5.0,11.0,0,1.0,1,3.8,
ou_GPnJVtvxOUZnGi8TlBLDSLvcOiWKiDkXa8qxpXYObXh4JB7PNk_RJsQ0KWNEw5VKKxB_8GB6cng,euw,grandmaster,,1,1,0.0,5.0,16.0,0,1.0,1,3.2,
ov8jE7BOv4ueU6xH-CmmWbFQKe-Jyhvyj7jm3xWLEiJdw09Dws7zoiFRn4jzD1gmkIUKInXpm0YqZA,euw,challenger,,2,0,1.5,4.0,0.5,2,0.0,2,0.5,
ovJ6oUmWJIzixQYFpMewtYt6DppNOjVAu9gdVmyIKXwt_AxylcvzyRkTbbu-3X79Udha6CBW_fiC7g,na,master,,2,0,8.5,9.5,4.5,2,0.0,2,1.368421052631579,738.0
ovQUHrMxBQ2kOmAWbKACiHjE9aflDamNrsWcm64pcIh4dNOQg5Yjz9g6JSFETx_qlunyLk2VjgYl9g,na,challenger,,3,3,7.0,5.0,10.666666666666666,0,1.0,4,3.5333333333333328,1334.0
ovs7ih06FTBUPQsIOd2H3Y-7Ww03iqV38ca6pZDAliiyxcvxMm0wC6rGcM-w_VcH9IRdE5KKfLU83Q,na,challenger,,1,1,13.0,16.0,19.0,0,1.0,1,2.0,
owQF_zkbPL4MfQpCr0c9-NF5b0ZJL_xQONC9ezDYR0e5pbMWrFej-WIIbpVLBd3-GcDv-0dsoM2o3g,na,challenger,,6,4,5.333333333333333,4.666666666666667,5.833333333333333,2,0.6666666666666666,10,2.392857142857143,1090.0
owSdGGkkMqk7J5qPvnNzi0Bfrtcwm-EACroD0cACaW5jDMpsr55j4a3FcGyFqGYZDBNk21ZfQ7Xp4Q,euw,grandmaster,,2,1,4.5,6.5,6.5,1,0.5,2,1.6923076923076923,
owbHsgqj7CG7rG1STgMmIyMsK66dwbeLS2zi0eRTbooz-PBtSrhr0_mVhbHsl-bvCCdcEBsrztW5JQ,na,challenger,,2,2,11.0,9.5,15.5,0,1.0,2,2.789473684210526,
ownuJfAb49GeK4ATd1xFwSm3Qz8aToVNnA6lbYrNJ0q3SKgyPW8P5lnwlTP3cCIrZKh31AlJ0-QjnQ,na,challenger,,1,0,3.0,2.0,7.0,1,0.0,1,5.0,
ox9293KSU35KoRHPwMPf7g1PgBOfH3y7oG2HCG3GfSbfKy6Xye1ICtsPM168q57zrOQNgxruski__A,na,challenger,,13,7,10.692307692307692,6.0,4.846153846153846,6,0.5384615384615384,15,2.589743589743589,1225.0
oxKRSSpKLfScJMI0Skv-FyUkv1y9IDIls0ARPn5nlk7lc1KAfxSt4RmsR5Oj3A-TEDd8wgK3ld3N5A,na,master,,1,0,7.0,6.0,9.0,1,0.0,1,2.6666666666666665,
oxVr_WKQx0Z-w-dYQ9viXG-YvBWZ-RbF25KiM6I_W0BHFzC8kNuXcfMFcpfcfVoPp9pZkpkWLmMMdw,na,challenger,,1,0,1.0,6.0,1.0,1,0.0,1,0.3333333333333333,
oxhUB1cElhBT4KbGDdUx6u5iaqv88uq9RDc7ET-JdyVkkOrclkJcr97OcmAKTrUnt4FBqUv3bHo1Ww,na,challenger,,1,1,13.0,2.0,5.0,0,1.0,2,9.0,
oy-zAHqjqmiqF9ue7Ywuq7aGaml7HmcQPGAVTnmB_Xae5gfbf9K4fKfnSVmTUffKC43YpIQ9psKzGg,euw,challenger,,2,2,3.0,7.5,9.0,0,1.0,2,1.6,
oyIYaIGu7r7ChORaxkUsmjt8Pmnm6iAiYZM6kjSQ5-7fPZ_7mYMFrhHSH0wm5dpLvDgNcGmhaXc_sg,na,challenger,,25,13,7.96,5.44,7.84,12,0.52,38,2.9044117647058822,1668.0
oyPhqCUcmzSage5QOWQxmtKTpz1g8VdsPtOn9UJX-Be4wYF40kqasPmqSxZng3NrUEoZ2aIoJlLnyA,na,challenger,,1,0,7.0,9.0,1.0,1,0.0,1,0.8888888888888888,
oyeb-VhrrNEQkxiuAz1qHiNLNzRGQtCKpaUxyvNv_JWU4bkNlIUkq8j5DCwBIeyT-MwaKonpslODxg,na,challenger,,1,0,0.0,8.0,9.0,1,0.0,1,1.125,
oz42h7mlAwkevsZEqJtBnFvzqdvJ4ENRJjlyTtfCw65iJSV7O05LzeVPNUEzrQcR8S1HzzVK0MUBsA,euw,grandmaster,,1,1,8.0,0.0,5.0,0,1.0,1,13.0,
ozQQVFJbXugIlAo1J8iubq6XtSDdP4e3pcdiioQmgM_UBY4O4OKLiJjxqBQkQxt1fiEiojwL0FUEfQ,na,grandmaster,,1,1,5.0,5.0,16.0,0,1.0,1,4.2,
oz_d9r8qE7QMg111y-Dy63ZVp5kA5kGUVL_qeugqJcuTRWMjTfyX7vpfFteO85daOx1gEEPRPVo7lg,euw,grandmaster,,1,0,2.0,6.0,6.0,1,0.0,1,1.3333333333333333,
ozwAy-GwokKf4mQdKlxlRfbmuLspbTMb79_b_nHN39K-2R2jjfq6d-5QDcGpDZmpucnnhkyc_Q574Q,euw,master,,1,0,5.0,7.0,6.0,1,0.0,1,1.5714285714285714,
p-BUPH6ANkIY4tT8XepTJOZSQ0WOoC_g1fJhRck06H8-3is5pn_X9UZ6iOl9BI8-TjUXsyUVMeTm9A,na,challenger,,5,3,9.2,6.6,12.4,2,0.6,6,3.272727272727273,1449.0
p-c1n9OP0Q03Ne0HCdPAaKamzEtgga31APZ3E7DcwrK4cN7W6KJj63lv2JVwSfAFNBG9QYF_PGdAiQ,na,master,,1,0,5.0,7.0,11.0,1,0.0,1,2.2857142857142856,
p-goztytSqRXHzKBeFNjWjpNnwL-TDmYmI5zrGRd4N-q6f5uebaFhbsggYMYGjAGr-4H-w-B-jmfCw,na,challenger,,2,0,4.5,7.5,7.0,2,0.0,2,1.5333333333333334,
p03virxJ6_J585y0wAC_vtUv2LKx1whdQvoUCtxu8lOV4y-Cys0DKLriYtW8u4pK4XoL6nz8EiRZ-g,na,challenger,,1,0,8.0,8.0,7.0,1,0.0,1,1.875,
p0MCPV17b9LqRKUucEYt4SZe3nd_pZmEkus7CvR0uYAAbVGtE7p6amHaHt-szny7EmxP0VAiwQumJA,euw,master,,2,1,0.5,5.0,6.5,1,0.5,2,1.4,
p1awQoxcrcD092n30opAYmevPZJ7CMITpAKQupz_lhOMnJjXeaAxjqDHveRwuNUAgWeXK8SqTigaLQ,na,challenger,,3,2,8.666666666666666,5.333333333333333,9.666666666666666,1,0.6666666666666666,4,3.4375,
p2h4cNr1y7V1Kn3kycHto8KrJJhfyq7HpoJtaH9vyCcdf7sabw-9VeLieQ6LJu-0mkhtbxtX1VNpjw,euw,challenger,,15,8,5.266666666666667,6.266666666666667,7.866666666666666,7,0.5333333333333333,20,2.095744680851064,2546.0
p32S72P2mTPlZvqbl41hzUna8myBSbBNiFjN4dHrbcc1yXUrfe8ZiOSM68HwBx7hlTorsxl54FJfOg,na,challenger,,1,1,12.0,3.0,14.0,0,1.0,1,8.666666666666666,
p3Hxrp3joj4wpTJzf81EWdwTNfsWyhiW8l1l8Z6TVuoiQGeIVTrAtveph9HYs1fq6_6YRvqqRMIqag,euw,master,,1,1,2.0,5.0,8.0,0,1.0,1,2.0,
p3_n1tFuc5a1CqIeElbOPIrT8ULTRiG8xTtMl9oVCRRDhq6MYmS7FpFS2kh3JBINxIH7n_M83KX6JQ,euw,master,,1,0,3.0,7.0,5.0,1,0.0,1,1.1428571428571428,
p48yvwVyqadRpKAOQ9pAXBm5evclliNzJRX_GeA6xFEGEcE0r-Wt0B8o_brB_yEhlELGyXfchbB1EQ,na,challenger,,1,1,6.0,9.0,22.0,0,1.0,1,3.111111111111111,
p4Eg8wtT_-8ztbjWYsKtq76oWBWh6Hfj9QfeY4r73ShwLO9vsBDn3M7osnRZgDvkHAeaSE_BARuZ5g,euw,grandmaster,,1,0,4.0,5.0,2.0,1,0.0,1,1.2,
p53LbW1w_cIygYrJVpgMD7W2V1wtJ73tGpXnC6H7GOSocbFZGZfcaJCXFXZwrCHMKxQTNZXP5GRUAg,na,grandmaster,,4,0,3.25,5.75,12.25,4,0.0,4,2.6956521739130435,
p5v2u0JJBSiXWLtV3ht6OIvOUsOMPLg8BlTGYztJqtQYiWehUcq6_FAnd_6gV7ivDJ9z19VfCIWkSA,na,challenger,,1,1,10.0,6.0,13.0,0,1.0,1,3.8333333333333335,
p65mH0bXaxvS-nqw0EY7FkivWHY0rUBfVQrDC1hrM4gXQN3CvRwWVMX3aOzITsnLtTD4sTu8r-7OJw,na,master,,1,1,15.0,5.0,5.0,0,1.0,1,4.0,
p6X1-EBILEEmCaNTJNsgvf93xYqVX_FvPFdclkROX7jPk0peSa4gHcApRmL61lmgh0vyvI17K0ii7Q,euw,master,,1,1,2.0,6.0,17.0,0,1.0,1,3.1666666666666665,
p6digReEdOTxRdLfUGiiBDeh1EcHcQdtFI95PAliNJpgihFIxrysZkcTe0UZXyHU3hi48iGADt9NBQ,na,grandmaster,,2,1,9.5,6.5,10.0,1,0.5,2,3.0,
p6f0Z09UblDptC2Hz6_NLvFpn-GkAU855wZh1A2Pk3jwWpYaj7psusAcS8uNaCUmJubrU2qF_jw_1A,euw,grandmaster,,1,0,7.0,11.0,14.0,1,0.0,1,1.9090909090909087,
p6zN_G4ue96eqzNr5kBMNTXX7z_FGMGsCAB0BnVeCuWp3qNK11XgBB0WjknfeKmyosXJfvR6al_c2Q,na,grandmaster,,1,1,4.0,11.0,8.0,0,1.0,1,1.0909090909090908,
p76qeyZt6MSvVDv5eIlunAosZx4CNrZzOXjPETfksIZ5JNtGU6pb6jM8_NgEL9FGZnO6b8qF874AsQ,na,grandmaster,,1,1,7.0,10.0,28.0,0,1.0,1,3.5,
p7HbnaYk32GAIWCSZr9V1QF-urr_6ZfGAm-90Gu6RyTSqwL9BnzXU8E5hoPwgkvwc4PEgm8Z4zCUTA,euw,challenger,,11,5,6.363636363636363,5.090909090909091,6.727272727272728,6,0.4545454545454545,14,2.571428571428571,2656.0
p7NUL4GmdcQdmBPuzrtRXDx1oEQ1k3cD04R_6oXfBc4I8afmFHDJ-gYUbaL9TNLsmbP3LpR8C-VW7g,euw,challenger,,6,0,4.333333333333333,6.833333333333333,3.0,6,0.0,6,1.0731707317073171,
p7fWE48S3M0-c90wlfiQdjdGd-B3DBmzVBpKpbMgUp30CrSEF32oXJM8aYSYM9yrjR2xgYt8cRquBA,na,challenger,,2,1,8.0,7.0,4.0,1,0.5,2,1.7142857142857142,
